Texto,Sarcasmo,len_chars,len_words
Durex pide que liberes los doce condones que retienes en su caja desde 2006,1,75,14
«No sabíamos que éramos tan fuertes para soportar todas estas cosas»,0,68,11
Diez paradojas lógicas para volver loco a tu hombre en la cama,1,62,12
Sopa de pollo para estómagos fatigados,0,38,6
Iñaki Gabilondo vende un cofre de 14 Blu-Ray con sus vídeos de análisis político,1,80,14
El PP andaluz llama a la movilización social contra la financiación “singular” de Cataluña,0,90,14
"«No viene nadie, es seguro», informa un bebé desde el carrito que sus padres han puesto en mitad de la carretera justo antes de cruzar",1,134,25
Marbella alza el pendón para celebrar hoy su Día Grande,0,55,10
Acuerdo para la mejora de las urgencias médicas,0,47,8
"Gabriel Ballesteros: «La fibrilación auricular, la arritmia más frecuente, es ya una epidemia mundial»",0,102,14
El Pérez Canca de Carranque será este sábado el centro nacional del boxeo,0,73,13
Anoche salimos a cenar con mis amigos y disfrutamos mucho de la comida.,0,71,13
Cómo la Ciudad Jardín se convirtió en ciudad basura,0,51,9
Dos de cada tres españoles prefieren acudir a un restaurante y preguntar si hay un médico en la sala antes que ir al ambulatorio,1,128,24
Las peores medidas de Donald Trump contra el calentamiento global,1,65,10
Muere el surfista hawaiano Mikala Jones tras cortarse la arteria femoral surfeando,0,82,12
Los ecologistas denuncian el uso de maquinaria pesada en una tala de pinos,0,74,13
España aleja fantasmas con una goleada de escándalo en Tiflis,0,61,10
El &#39;viaje&#39; de los gases de efecto invernadero por el mundo,0,66,11
Un bar de toda la vida todavía ofrece hamburguesas de mamut en las fotos de los platos combinados,1,97,18
Más policías que manifestantes durante la investidura de Sánchez en el Congreso y cargas policiales en otra noche de protestas en Ferraz,0,136,22
Escribir «un abrazo» obligará a dejar lo que se esté haciendo para abrazarse inmediatamente,1,91,14
Retiran la muñeca hinchable de ‘El Grito’ de Munch tras provocar angustia a millones de penes,1,93,16
El tancament dels bars i restaurants per controlar els contagis obliga els cambrers a portar el compte als clients casa per casa,1,128,22
La abuela de Beethoven no era española,0,38,7
Un home amb el penis a la mà no s’atreveix a demanar preservatius a la farmàcia,1,79,16
Pakistán: cuando el país vecino prohíbe exportar arroz y se abre una inesperada oportunidad comercial,0,101,15
Así queda el cartel de la Semana Santa de este año,1,50,11
Argentina arrolla a Chile y Sudamérica se posiciona en el tablero global del rugby,0,82,14
La AN anula la condena de 19 años a Villarejo y ordena redactar una nueva sentencia,0,83,16
¿ARISTÓTELES O LAO-TSE?,0,23,3
Ingresa en prisión uno de los autores de la tortura y la muerte de un narco en Marbella,0,87,18
El japonés Riken Yamamoto gana el Premio Pritzker de Arquitectura 2024,0,70,11
¿Qué enfermó a Beethoven? El ADN de su pelo ofrece pistas,0,57,11
Estos son los mensajes de Puigdemont a Toni Comín que ha revelado el Programa de Ana Rosa,1,89,17
La historia interminable,0,24,3
Una familia recibirá casi seis millones por las secuelas de un parto del que se ausentó el ginecólogo,0,101,18
El director de TVE pide que pongamos «la puta BBC» si tanto nos gusta,1,69,14
Juan Carlos I no entiende por qué le han sentado en la mesa de los niños en el funeral de Isabel II,1,99,22
Bate el récord de velocidad al minimizar el Facebook cuando pasaba el jefe por detrás,1,85,15
Ringo Starr descubre que no tiene que pagar por los discos de los Beatles porque la discográfica le regala una copia si la pide,1,127,24
"‘Galileo Galilei’, de Brecht",0,28,4
Nespresso lanza su propio café malo de oficina,1,46,8
El Málaga llega a la final por el ascenso sin apenas bajas,0,58,12
Alerta roja: especies invasoras,0,31,4
Una maleta perdida de Iberia permite saber cómo vestían los españoles en 1991,1,77,13
"Los nietos de Manuela Carmena, preocupados por los comerciales del PSOE que intentan engatusarla",1,96,14
Martin Baron: “Tendremos que defender el papel de la prensa con profesionalidad y determinación a partes iguales”,0,113,17
"Melvyn Richardson, líder de un Barcelona de balonmano que ya suma 11 copas del Rey consecutivas",0,95,16
Compositor Lehmberg Ruiz se contagia de Avenida Andalucía,0,57,8
Denzel Washington interpreta Macbeth en la versión en blanco y negro de Joel Coen,0,81,14
"Ana Duato defiende su inocencia y señala a Fernando Peña: ""Confiaba plenamente""",0,79,12
Astenia primaveral: cómo diferenciar sus síntomas y cómo combatirla,0,67,9
El reto mayúsculo del relevo generacional,0,41,6
"La plaza de la Constitución, punto de encuentro para un debate callejero en Fuengirola",0,86,14
Mesón-brasería del año 2030 cuelga impresoras de las paredes para darle un toque rústico al local,1,97,16
"Una bolsa con polvo lunar de Neil Armstrong, a subasta",0,54,10
A la caza oficial de las especies invasoras,0,43,8
Le llueven críticas a Melania Trump por viajar a África vistiendo el disfraz de rinoceronte de Ace Ventura,1,106,18
El Ku Klux Klan podría haberse financiado con dinero negro,1,58,10
Cómo protegerte ante ciberataques,0,33,4
Adecco busca a más de 120 personas para trabajar en la industria alimentaria de Málaga,0,86,15
Juan Carlos I huye de España con un botín de 400 millones de euros,1,66,14
Felipe VI irrumpe en el Congreso a caballo para formar Gobierno,1,63,11
El Seprona inspecciona siete parcelas rústicas por vertidos de residuos de obra en Mallorca,0,91,14
Qué es cultura,0,14,3
"Los pingüinos asumen que, tras 36 millones de años esperando en traje, su cita no va a venir",1,92,18
El ciberescudo andaluz que se diseña desde Málaga se adoptará a nivel nacional,0,78,13
Quizás la próxima vez no serás un tonto y podrás escoger por ti mismo.,1,70,14
El reducido tamaño de los pisos ya permite a las inmobiliarias exhibirlos en los escaparates,1,92,15
Controles en Nueva Delhi.,0,25,4
Torremolinos será la primera sede histórica del Mundial de relevo mixto de paratriatlón,0,87,13
Las gemelas Olsen presentan su nueva línea de hermanas,1,54,9
La extinción,0,12,2
"La abuela de Fabada Litoral, acusada de falsear la emisión de gases",1,67,12
¿Cómo celebran San Valentín los solteros?,1,41,6
Cada temporada mejora más que la anterior.,0,42,7
Torre de Belem: Sabores de Portugal,0,35,6
El sobaco de Aristóteles,0,24,4
Nina y el secreto del erizo,0,27,6
Diez consejos para que los cubos de reciclaje no invadan tu espacio vital,1,73,13
"¿Disculpa, qué?",0,15,2
Minauto: el coche sin carné más asequible con motor diésel o eléctrico,0,70,12
Buenos días,1,11,2
La ONU condena que se hostie a la peña,1,38,9
¿Cómo organizar una protesta pacífica?,1,38,5
Vendida por 50.000 euros la bandera de España con mocos de Dani Mateo,1,69,13
Nunca pensé que vería a Angie Flint quitando garrapatas.,0,56,9
El ministro de Exteriores israelí se mofa de «la rotunda derrota» de Sánchez y Díaz,0,83,15
Los ‘cronistas’ de la erupción de La Palma y la agencia SINC reciben los Premios CSIC-Fundación BBVA,0,100,17
Government plans to extend its IVA sales tax reduction on some staple foods in Spain,0,84,15
"Cospedal reitera que participar en escraches es ""totalitario y fascista""",0,72,10
Audiencias: TVE suspende la emisión de «Españoles en el Mundo: Desembarco del Rey” por problemas técnicos,1,105,16
La aerolínea española LTE suspende sus operaciones,0,50,7
¿Qué dicen de ti los muebles de tu casa que recogiste en la calle?,1,66,14
A Egipto en un crucero de 23 noches: todos los detalles de las nuevas rutas desde Málaga,0,88,17
Científicos de quince años recomiendan pintarse las uñas al masturbarse para que parezca que te toca una mujer,1,110,18
Las diez mejores películas de Bruce Willis,0,42,7
Acaba de ver «Narcos» y empieza a llamar «patrón» a su mujer,1,60,12
"Una foto, otro misterio: ¿Es la chica que está de espaldas la desaparecida Amelia Earhart?",0,90,15
Ya hay más obras de Santiago Calatrava que edificios normales,1,61,10
Un ejecutivo de Oscar Mayer se pregunta cuándo tendrá derecho a un coche salchicha de empresa,1,93,16
Skype defiende su idependencia frente a las ofertas de compra,0,61,10
 De eso estoy hablando.,0,23,4
Las autoridades reconocen que no desalojaron la «rave» de Llinars porque la había organizado El Español,1,103,16
"En el amor, lo más importante es la confianza que se construye con el tiempo.",0,77,15
El Manchester City desafía a la Premier League con una demanda que puede cambiar la historia del fútbol inglés,0,110,19
La secta murciana que enloqueció con el mercurio,0,48,8
La justicia española cursa una orden de detención europea contra el rapero Antonio Resines,1,90,14
¡Confirmado! Así vestirán Yolaida y Pacho este sábado en su gran noche de la canción,1,84,15
La finta y el sprint,0,20,5
Dos bebés panda gemelos se presentan en público 100 días después de su nacimiento en China,0,90,16
"Doctor cum laude en Ciencias de la Información, obligado a escribir un artículo sobre los culos más polémicos de las famosas",1,124,21
Apple informa de urgencia que Siri no puede aconsejar sobre el voto electoral,1,77,13
Vigo compra una central nuclear de segunda mano para suministrar energía al alumbrado navideño,1,94,14
Andalucía pide al resto de comunidades que sigan imitando el acento andaluz «porque lo hacen fenomenal y es graciosísimo»,1,121,19
Comparativa: Un Huawei vs. Una piedra,1,37,6
El primer año de OXO: más de 120.000 visitas y el éxito de jugar con la primera consola del mundo,0,97,20
"Los premios del IX Concurso Escolar de Dibujo 'Diviértete en Bus' reconocen a colegios de Alhaurín de la Torre, Fuengirola, Mijas, Marbella y Benalmádena",0,153,24
La mejor parte del día es cuando la tecnología decide fallar.,1,61,11
El centro comercial El Ingenio mejora su zona de ocio con la reforma de Cinesur y la suma de la firma Sould Park,0,112,23
Un adolescente tiene solo unas horas para pegar el estirón y poder impresionar a su tía Pili esta Nochebuena,1,108,19
Cambiar de equipo,0,17,3
Sorprende a tu pareja sacándote un máster,1,41,7
"La pista de patinaje sobre hielo, una instalación rentable para el Real Madrid",0,78,13
"Muere la actriz francesa Anouk Aimée a los 92 años, intérprete de ‘Fellini 8½’ o ‘La dolce vita’",0,96,18
Este es el mejor protector solar facial con efecto buena cara: es antimanchas y tiene ácido hialurónico,0,103,17
Nicolás Maduro visita China para tratar de paliar la crisis económica de Venezuela,0,82,13
"Hablamos con Raúl “Calumnias” González, el operario de la máquina del fango de la derecha española",1,98,16
Las efemérides más destacadas del 10 de junio,0,45,8
Artur Mas abandona el grupo «España» que creó Mariano Rajoy en Whatsapp,1,71,12
«Las calles de Málaga deberían estar más llenas de música que de tanto ruido»,0,77,14
Ojo con estos 12 bulos que corren por WhatsApp,1,46,9
Proteger el presente y el futuro de À punt,0,42,9
¿Derecho o privilegio?,0,22,3
"Lola, ante su inminente desahucio en Valencia: “Nos haremos una casa de arena en la playa”",0,90,16
Identifican una proteína que podría ser clave para tratar patologías asociadas al Covid,0,87,13
La prueba del críquet,0,21,4
"La lucha climática se estanca en Bonn, ¿qué significa eso para la COP29?",0,72,13
Un edificio crece dos plantas por la cantidad de personas que orinan en sus esquinas,1,84,15
El País reclama el Nobel de la Paz para la Gestora del PSOE,1,59,13
La App de Just Eat permitirá encargar al repartidor que traiga Pokémons,1,71,12
Las mejores vistas de Barcelona están en el pararrayos de la Torre Agbar,1,72,13
"Marco Polo, de profesión periodista",0,35,5
Qué suerte que el último episodio de la temporada es solo publicidad para la siguiente.,1,87,15
Nuevo plan para recuperar las Tablas de Daimiel: por qué programas millonarios anteriores no pararon el desastre,0,112,17
A la espera de un peritaje para reclamar los desperfectos a la constructora,0,75,13
"Técnico en producción agroecológica, el ciclo formativo del IES Salvador Rueda de Vélez-Málaga",0,94,13
Las efemérides más destacadas del 17 de abril,0,45,8
La esencia del Rayo Vallecano,0,29,5
"Panenka, la primavera de Praga",0,30,5
Evacuados en helicóptero militar los 19 españoles retenidos en Amhara (Etiopía),0,79,11
Seis pasos para relacionarte correctamente con tus hijos,1,56,8
"Oye, esto sí funciona. Como masticas los pelos en tus orejas. ¿Y tu domicilio?",1,78,14
Presentan un móvil con una cámara que imita al ojo humano y hay que quitarle las legañas por la mañana,1,102,20
Mariano Rajoy obliga a los catalanes a elegir entre él o la independencia,1,73,13
Un ataque a los derechos humanos,0,32,6
Un total de 29 firmas del mueble participan en una misión a China,0,65,13
¿Cuál es la mejor freidora de aire de 2024?,0,43,9
Puigdemont sale de un maletero y descubre que está en el espacio,1,64,12
Alemania defiende su democracia en su 75 aniversario ante el auge de la ultraderecha,0,84,14
Marta Ferrusola fue la líder de los Latin Kings entre 1998 y 2006,1,65,13
Asesinato de Villacís: más incógnitas que certezas,0,50,7
Un atlas y una bicicleta,0,24,5
Sin casa ni Metro: el gobierno de Ayuso planea demoler otras 32 viviendas por culpa de la clausurada línea 7B,0,109,20
Vélez-Málaga organiza talleres de autoprotección y defensa personal para mujeres,0,80,10
"Una tapa de risotto con chipirones, ganadora de la Ruta de La Cazuela de la Abuela en Fuengirola",0,96,18
 Ya lo tengo.,0,13,3
El fútbol americano reta al presidente,0,38,6
Els Mossos d’Esquadra multen una parella per excés de velocitat a la relació,1,76,13
"El Madrid sufre ante el Tenerife, pero gana y defenderá el liderato contra el Unicaja en Málaga",0,95,17
El Abogado de la UE considera discriminatorio pagar dietas más bajas a las azafatas que a los pilotos,0,101,18
Torre del Mar celebra un mercado marinero para dar la bienvenida al verano,0,74,13
Las webs de ‘fact-checking’ no sospechaban que la crisis del COVID derivaría en tener que desmentir a Miguel Bosé pero así están las cosas ahora,1,144,25
La enfermedad ignorada que más muertes y discapacidad provoca,0,61,9
El alcalde de Sevilla anuncia una cuestión de confianza para salvar los presupuestos de 2024,0,92,15
"La expresión «no, lo siguiente» ya es la más utilizada no, lo siguiente, en el castellano",1,89,16
Corea del Norte exige a la ONU unos Derechos Humanos adaptados a los países no democráticos,1,91,16
Expulsado de un museo por hacerle «mansplaining» a la voz femenina de la audioguía,1,82,14
Jesucristo se aparece en un capítulo de Los Simpson,1,51,9
Asociaciones propalestinas aseguran que un barco con armas para Israel hará escala en Cartagena,0,95,14
Comparativa: Ir a Granada en tren vs. Volver a Madrid en Falcon,1,63,12
Audiencias: La 2 reconoce que lleva 20 años poniendo el mismo documental todo el rato sin que nadie se dé cuenta,1,112,21
La Federación de Atletismo considerará maricón también al penúltimo,1,67,9
La asignatura pendiente de los colegios: «Las aulas son un hervidero»,0,69,11
España tarda cuatro meses más que sus vecinos en traer los nuevos medicamentos,0,78,13
Ferran Adrià confiesa que su secreto es echarle a todo vinagre de Módena caramelizado,1,85,14
Tu marido pide que acudas urgentemente al baño para que veas dónde ha colgado la toalla de la ducha,1,99,19
La ONU prohíbe fumar en la guerra de Siria,1,42,9
El ataque de Milei a Sánchez recrudece el duelo electoral del PP y Vox ante las europeas,0,88,17
"¿Qué figuras históricas, artistas, intelectuales, celebridades sociales nacieron un 19 de junio?",0,96,12
El Gobierno advierte a los catalanes de que no podrán entrar en Gran Hermano si se independizan,1,95,17
"Barba de ballena, huesos y marfil: un paseo por el Rastro en busca de materiales para el pianoforte del rey",0,107,20
Hospital Quirónsalud Marbella invierte en nuevas instalaciones de Diagnóstico por Imagen,0,88,11
El astronauta y los internautas,0,31,5
Cómo preparar tu casa para el armaguedón nuclear que tendrá lugar en unos días,1,78,14
Descubren un avión de Ryanair que viajaba gratis escondido en la bodega de un avión de Iberia,1,93,17
"Azahara Palomeque, escritora: “No es que tenga gusto por las catástrofes, es que es lo que hemos vivido”",0,104,18
La zona sin interés,0,19,4
Sergio Ramos paga 800 euros por una camiseta firmada por Sergio Ramos,1,69,12
El Templo de Debod reabre tras su cierre por problemas en el sistema de climatización,0,85,15
Un cantaor grita «¡Vámonos!» en pleno concierto y se marcha todo el público,1,75,13
"Deportes, juegos y refuerzo en algunas materias, el plan de verano para 3.500 escolares malagueños",0,98,15
Quinta batalla del año y primera de los 'play-off',0,50,9
El Gobierno asegura que seguirá acercando presos “hasta que se den con la frente”,1,81,14
La princesa Leonor da negativo en coronavirus pero el niño que la tocó será desterrado igualmente,1,97,16
Dividirán el féretro de la duquesa de Alba en 203 partes para enterrarla en todos sus palacios a la vez,1,103,20
"Lo que debes saber de Croacia, rival de España este sábado",0,58,11
Amianto: cuando el peligro está en casa (y usted no lo sabe),0,60,12
Qué hacer con los coches en el país de la energía renovable,0,59,12
El SEPE impone diez obligaciones a los desempleados que cobran el subsidio para mayores de 52 años,0,98,17
Las madres de todo el país exigen la devolución de los «tuppers» secuestrados,1,77,13
Las claves de la moción de censura impulsada por un tal Pedro Sánchez,1,69,13
Hoy completé un informe importante y me siento aliviado por haberlo terminado a tiempo.,0,87,14
El virus 'Michelangelo' ha sido detectado en cinco millones de ordenadores en el mundo,0,86,14
El Ayuntamiento de Madrid propone el Día sin Coches Conducidos por Gilipollas,1,77,12
 Me dio recuerdos para ti.,0,26,5
Un acusado le 'pasa' heroína a otro en pleno juicio,0,51,10
Las efemérides más destacadas del 12 de abril,0,45,8
Jornada de Liga que demuestra que los guionistas se están quedando sin ideas,1,76,13
La abrumadora victoria de Ayuso no permite a los votantes de izquierda saborear el hundimiento de Ciudadanos,1,108,17
Llega la campaña política hiperpersonalizada,0,44,5
Seis series imprescindibles con la llegada de HBO a España,1,58,10
Un TAC a una estegamita para desentrañar su interior,0,52,9
El uso del coche aún cuadriplica el del transporte público en las ciudades,0,74,13
De las prestigiosas series de HBO a los programas de reformas: las claves de la nueva plataforma Max en España,0,110,20
Las “croquetas de paella de chorizo” del supermercado de Marks & Spencer calientan las redes sociales,0,101,16
La soledad adolescente: los datos de una epidemia preocupante,0,61,9
Un estudio concluye que ChatGPT responde como si entendiese las emociones o pensamientos de su interlocutor,0,107,16
Big Pizza asalta Málaga con la apertura de cinco establecimientos,0,65,10
Le sorprenden robando en una tienda Movistar y le fichan de director comercial,1,78,13
El Gobierno cambiará la ley para que Bertín Osborne y Arévalo puedan hacer chistes de «mariquitas»,1,98,16
La OCG interpreta a García Román en un homenaje a Johann Sebastian Bach,0,71,13
"La calidad geotécnica, a debate",0,31,5
Marie Curie Nurses,0,18,3
Este estanque,0,13,2
Los mejores hoteles del mundo para ir a robar,1,45,9
Antonio Banderas se transforma en Pablo Picasso,0,47,7
Desesperación,1,13,1
"La presión bajista se ceba con Solaria, que pierde un 20% en Bolsa este año",0,75,15
Mayo se despide con temperaturas de julio y hasta 40° en el valle el Guadalquivir,0,81,15
El gol imposible de Dembélé,0,27,5
La élite de la gimnasia rítmica se cita otro año más en el Grand Prix de Marbella,0,81,17
Las 15 posibles preguntas del referéndum catalán,1,48,7
"Adiós 2016, ¡y hasta nunca!",0,27,5
Reproduce la forma de tu pezón con un kit gratuito y dónalo: la iniciativa de una empresa navarra para completar las prótesis de mama,0,133,24
Las cajetillas de tabaco emitirán música de Melendi cuando se abran,1,67,11
Guía de la última EVAU diseñada a la vieja usanza:  ¿Qué son las ponderaciones? ¿Basta con un 4?,0,96,18
La XV Feria de la Tapa de Rincón presenta un centenar de especialidades culinarias,0,82,14
34 nuevas ejecuciones en China,0,30,5
Nueva conquista feminista: Crean un dildo que solo funciona si le das tu consentimiento,1,87,14
Benalmádena analiza más de 500 terminales para ver si ha habido robo de datos tras un ciberataque,0,97,17
Ginecólogo con 20 años de experiencia no se atreve a decir «vagina»,1,67,12
Audiencias: Antena 3 estrena «Terroristas por el Mundo» con el primer capítulo ambientado en Barcelona,1,102,15
La asociación de jueces y fiscales europeos defiende la  “transparencia” de la fiscalía española  en el caso de la pareja de Ayuso,0,130,22
"No sé cómo agradecerte esto. Me alegra que estés bien. Oye, Charlie, sé que es una gran molestia para ti y en realidad aprecio que me invitaras. Creí que debía saber que fue idea tuya.",0,184,35
Pablo Rouss: “No llevo siete años trabajando para acabar siendo el de los jerséis de malla de ‘Operación Triunfo”,0,113,19
El “latrocinio” del erario público,0,34,5
Las cafeterías «hípsters» de España estarán obligadas a servir carajillos,1,73,10
La geriatría de agudos,0,22,4
‘Data victims’: ¿Quién dijo datos habiendo análisis?,0,52,7
Coca-Cola admite que su fórmula secreta es añadir un poco de Pepsi a cada lata,1,78,15
"No, el collar. Creo que está roto. No se cierra alrededor de mi cuello.",0,71,14
La élite española del taekwondo se reúne en Málaga,0,50,9
El 'bunker' secreto de Winston Churchill,0,40,6
Bebé simula un eructo para que dejen de golpearle la espalda,1,60,11
Pablo Iglesias espera a las puertas de un colegio para fichar al sustituto de Errejón,1,85,15
Wittgenstein: decid a los amigos que he sido feliz,0,50,9
«La mujer rondeña está formada y contagia su alegría en el día a día»,0,69,14
La pedanía veleña de Lagos se va de romería,0,43,9
Los yemeníes recurren a la leña ante la carestía del combustible y pese al avance de la desertificación,0,103,18
Los políticos valencianos encargan a toda prisa una cárcel a Santiago Calatrava,1,79,12
Las algas invasoras amenazan ya a los principales refugios para la fauna marina de Málaga,0,89,15
Florida Huelin: fresh and cosmopolitan cuisine by the sea,0,57,9
España acudirá al Europeo de atletismo de Roma con el segundo equipo más numeroso de la historia,0,96,17
Stephanie Comilang: mantones de manila y explotación colonial en el Museo Nacional Thyssen-Bornemisza,0,101,13
El Ayuntamiento de Barcelona pagará la reparación de la biblioteca García Márquez pese a que el edificio está en periodo de garantía,0,132,22
Un estudio muestra el verdadero rostro de Dante Alighieri,0,57,9
Bruselas quiere reducir las muertes por contaminación del aire en más del 75% en una década,0,91,16
El Real Madrid se cita con su gran leyenda,0,42,9
Se levanta de la silla del dentista entre gritos de dolor porque empieza a sonar Coldplay en el hilo musical,1,108,20
Playboy busca la polémica con un desplegable con la palabra «TETAS»,1,67,11
La clase media baja la persiana en Francia,0,42,8
«Los glaciares en los Pirineos son ahora cubitos de hielo abandonados»,0,70,11
El asombroso universo de Emily Dickinson en un solo libro,0,57,10
Sunak se aferra al buen dato de inflación para rescatar una campaña en declive,0,78,14
De la Vega intenta que Argentina tome impulso en Mercosur,0,57,10
Samsung lanza un televisor curvo que «te envuelve completamente y del que no puedes salir»,1,90,15
¿Por qué se produce un 'déjà vu'?,0,33,7
"Trump, abucheado de forma insistente en su discurso en la convención del Partido Libertario",0,91,14
"Kenia, Hobbes y Neil Armstrong",0,30,5
"Mira a tu papá, un tarado con sus abejas. Es decir, al menos es interesante. Al menos desearía que el mío lo hiciera. ¿Es decir, es algo tierno que tu papá cría abejas? ¿Cuántos años dices que tiene? ¿Está en la edad de esos pasatiempos? No lo sé. Creo que es dulce. Summer, quiero tener sexo con tu padre",0,305,59
Esta es una aventura de Jerry y Morty. No. Dame cinco.,0,54,11
Tensión en Buenos Aires por la ocupación de tierras en desuso,0,61,11
Los enjambres de drones náuticos de Ucrania revolucionan la guerra naval,0,72,11
"Alberto Garzón, con los ojos llorosos, decide poner un DVD de “Anatomía de Grey» porque “no dan nada en la tele”",1,112,21
Mileva Marić y Albert Einstein,0,30,5
Disfruta de ‘El Lago de los Cisnes’ con un 30% de descuento,0,59,12
El Tribunal Penal Internacional y el doble rasero,0,49,8
Reparto de goles y estatuillas en un fin de semana warrenbeatymente intenso,1,75,12
¿Qué es un marengo? Una palabra muy malaguita que se incluye en el BIC del Palo que Málaga pide a la Junta,0,106,22
Le pasa el Panda Antivirus a un capítulo de The Walking Dead y lo convierte en una comedia de hippies,1,101,20
El teorema de Pappus,0,20,4
El 7% de los roscones de Reyes contiene 1543 kilos de mazapán,1,61,12
Los niños que quieran jugar a los médicos tendrán que jugar primero a sacarse la carrera,1,88,16
¿Bromeas?,0,9,1
Mentir con la edad acorta la esperanza de vida,1,46,9
Nefarious: Cuando habla el diablo,0,33,5
Cascos abiertos o integrales: ¿Son todos legales o la DGT planea prohibir alguno?,0,81,13
¿Está tu casa preparada para la vuelta al trabajo?,1,50,9
Anonymous hackea el Huffington Post para saber qué ocurrió a continuación,1,73,11
Erdogan acusa a la prensa española de “defender a terroristas” por preguntar sobre el incumplimiento de varias sentencias del Tribunal de Estrasburgo,0,149,22
"Los bomberos rescatan a Felipe González, atrapado en una puerta giratoria",1,73,11
Tendras que arrodillarte.,0,25,3
Se acabó en Madrid lo de pasar el día entero en la piscina municipal,0,68,14
"¿Escucha, mejor vete, sí?",0,25,4
"Papá Noel, obligado a recibir clases de informática para aprender a regalar contenido descargable del Call of Duty",1,114,18
Islandia logra clasificarse para el Mundial con gritos de Björk,1,63,10
Puedes usar la madera para hacer un cofre.,0,42,8
La Policía Nacional pide ayuda para encontrar «a un tío con mala pinta»,1,71,13
Sin agua potable en Calp,0,24,5
"Inteligencia artificial y seguridad digital, las claves del emprendimiento tecnológico",0,86,10
Los comunistas húngaros luchan por su supervivencia,0,51,7
Café a un euro servido por una campeona en Marbella,0,51,10
Mahatma Gandhi,0,14,2
“Los registradores no queremos asumir la llevanza del Registro Civil”,0,69,10
Estos son los tres proyectos de parques eólicos que despiertan rechazo entre vecinos de la comarca de Antequera,0,111,18
Lindsay Kemp cumple el sueño de ser 'Elizabeth I',0,49,9
El acusado de la violación en Igualada buscó noticias en Google sobre la agresión sexual,0,88,15
La Fiscalía Europea investiga si el Gobierno balear del PP dejó caducar la reclamación a la trama Koldo,0,103,18
"Carolina Marín, a una victoria de volver a ser campeona del mundo",0,65,12
Científicos de Nike consiguen desarrollar niños en edad de trabajar,1,67,10
El 34% de los Libra no cree en la ciencia,1,41,10
Así será España si no gobierna Pablo Casado,1,43,8
El Defensor del Pueblo recurre ante el Constitucional la nueva Ley de Protección de Datos,0,89,15
Napoleón,0,8,1
Diez claves para triunfar con tu fiesta de Halloween,1,52,9
Dos de cada tres parejas se conocen al chocar y ayudarse a recoger los papeles del suelo,1,88,17
¿De selfies?¿Acaso China sabe de esto?,1,38,6
Hacer bien tu puto trabajo reduce el estrés un 90%,1,50,10
Cuando los vecinos ni se reconocen: el impacto de la turistificación y la gentrificación en la salud mental,0,107,18
Sumar endurece el tono contra el PSOE en los primeros compases de campaña,0,73,13
Vídeo | Las claves del éxito electoral de la extrema derecha en Francia: ¿y ahora qué?,0,86,16
Bienvenidos a la casa del padre divorciado.,0,43,7
"María Li Bao: “A los españoles les cuesta pagar por la comida china, están acostumbrados al chino de barrio”",0,108,19
"Sánchez, aliviado al ver que el escándalo que ha salido es el de las mascarillas y no el de los 7.291 ancianos que dejó morir en las residencias",1,144,28
Ya lo dijo Mark Twain,0,21,5
Este guionista ha asesinado a cuatro personas para que Netflix le produzca una serie,1,84,14
Tres días más de tiempo fresco y lluvioso y subida de las temperaturas a partir del jueves,0,90,17
¿Cómo llega la Selección a la Eurocopa?,1,39,7
"Vinicius no es Mandela, pero...",0,31,5
"¿Qué figuras históricas, artistas, intelectuales, celebridades sociales nacieron un 11 de mayo?",0,95,12
¿A dónde ir este Día de Muertos?,0,32,7
Aparean un olivo con una anchoa para obtener aceitunas rellenas,1,63,10
Diez cosas que sólo recordarán los que vivieron en 2016,1,55,10
El Supremo lleva a Europa la conversión de los interinos en fijos,0,65,12
Un señor deja grabados sus ronquidos para cuando él ya no esté,1,62,12
Un concursante de Pasapalabra pierde el bote pero se lleva la vacuna contra el coronavirus del programa,1,103,17
Rajoy sube al estrado del Congreso para preguntar por una palabra de 3 letras para «Archipiélago filipino»,1,106,17
"SushiClub, reinventando el sushi de Málaga al mundo",0,51,8
El País prohíbe a sus redactores usar la palabra Twitter “para no darles publicidad”,1,84,14
España dispara sus emisiones de gases de efecto invernadero,0,59,9
Son rápidos.,0,12,2
"Natalia Baldizzone, pentacampeona de Europa",0,43,5
Reclusos participan en el primer torneo nacional de rugby penitenciario de España,0,81,12
El exsenador Carles Mulet pide archivar la causa al hombre que le amenazó de muerte tras recibir una disculpa pública,0,117,20
Emede ETL Global celebra su quinto aniversario en Málaga,0,56,9
"El lavado de manos, la desinfección y las vacunas podrían evitar 750.000 muertes al año asociadas a superbacterias",0,114,18
"México 68, una gesta teñida de sangre",0,37,7
El Supremo pregunta a la Fiscalía si debe aplicar la amnistía y mantiene la orden de detención a Puigdemont,0,107,19
Los entornos saludables para combatir el envejecimiento son posibles con las nuevas tecnologías,0,95,13
Ganaron los Derechos Humanos,0,28,4
"Jordi Cruyff, nuevo columnista de EL PAÍS",0,41,7
La policía y los técnicos investigan si una obra reciente en el local de ocio de Palma contribuyó a que se derrumbara,0,117,22
El último informe PISA incluye datos copiados de Wikipedia,1,58,9
Cinco descubrimientos científicos que debemos a Mercedes Milá,1,61,8
Astrónomos se gastan 1.300 millones de euros para enviar un trozo de hierro a un trozo de roca,1,94,18
El ciclo del ébola,1,18,4
Trump podría ir a la cárcel... y aun así ser presidente,0,55,11
"Qué bien, otra vez la defensa dejando que nos marquen goles fáciles.",1,68,12
